id,Latitude,Longitude,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,target
2306,36.83,-119.77,5.0635,16,6.573816156,0.988857939,1034,2.880222841,1.085
2307,36.83,-119.76,4.0196,17,6.139767055,1.044925125,1888,3.141430948,0.842
2308,36.83,-119.75,4.9292,15,6.333333333,0.988662132,1411,3.199546485,1.094
2309,36.83,-119.74,4.1098,14,5.940279543,1.053367217,2235,2.839898348,1.082
2310,36.91,-119.77,5.3272,3,6.982358403,1.061281337,2878,2.672237697,1.742
2311,36.87,-119.75,5.0941,3,6.998985801,1.137931034,5226,2.65010142,1.437
2312,36.85,-119.74,3.9032,3,5.863329584,1.192913386,4432,2.492688414,1.408
2313,36.94,-119.7,2.4861,15,5.467924528,1.045283019,649,2.449056604,0.863
2314,36.88,-119.71,6.9405,17,7.166666667,1.009615385,992,3.179487179,1.652
2315,36.86,-119.69,4,20,6.983333333,1.095833333,786,3.275,1.646
2316,36.85,-119.69,4.5398,20,7.005277045,1.139841689,1081,2.852242744,1.431
2317,36.89,-119.67,5.308,15,6.147668394,0.943005181,1280,3.316062176,1.675
2318,36.83,-119.7,2.5904,23,4.659630607,0.997361478,1885,2.486807388,0.714
2319,36.82,-119.7,2.3173,25,4.915289256,1.115702479,1482,3.061983471,0.682
2320,36.81,-119.7,2.7159,32,5.331300813,1.073170732,1570,3.191056911,0.68
2321,36.83,-119.71,1.8061,5,3.002762431,0.933701657,623,1.720994475,1.134
2322,36.83,-119.71,3.5078,15,6.254587156,1.146788991,1228,2.816513761,1.09
2323,36.83,-119.73,5.3478,8,6.210344828,0.943103448,1959,3.377586207,1.388
2324,36.83,-119.73,5.0828,14,6.791075051,0.995943205,1584,3.212981744,1.114
2325,36.82,-119.71,2.3381,12,3.787985866,1.003533569,1320,2.332155477,1.125
2326,36.81,-119.71,1.6618,19,4.564,1.1,1034,2.068,0.697
2327,36.81,-119.71,1.7969,19,4.655367232,1.039548023,557,1.573446328,0.728
2328,36.81,-119.72,2.9453,28,5.343042071,0.987055016,780,2.524271845,0.722
2329,36.81,-119.73,2.7778,19,4.616847826,0.967391304,994,2.701086957,0.797
2330,36.82,-119.72,1.9483,16,4.216693419,0.983948636,1054,1.691813804,1.125
2331,36.82,-119.72,2.2639,15,3.845528455,0.971544715,550,2.235772358,0.525
2332,36.83,-119.69,3.9943,7,5.732044199,0.975138122,1040,2.872928177,1.002
2333,36.83,-119.69,4.9327,8,6.083870968,1.219354839,475,3.064516129,0.895
2334,36.83,-119.69,1.4913,32,4.901785714,1.008928571,726,3.241071429,0.546
2335,36.83,-119.69,3.1814,28,5.67781155,1.063829787,898,2.729483283,0.789
2336,36.83,-119.67,4.4356,3,5.967647059,0.988235294,1003,2.95,1.113
2337,36.83,-119.67,5.0864,4,6.964285714,1.084415584,1024,3.324675325,1.137
2338,36.83,-119.68,6.1133,11,7.241887906,1.014749263,1110,3.274336283,1.2
2339,36.82,-119.67,4.5577,2,7.540935673,1.099415205,1133,3.312865497,1.233
2340,36.81,-119.67,4.9432,4,6.341708543,1.085427136,622,3.125628141,1.144
2341,36.81,-119.68,5.0253,13,5.951724138,0.949425287,1356,3.117241379,1.062
2342,36.82,-119.69,1.8021,17,4.940104167,1.127604167,1207,3.143229167,0.559
2343,36.82,-119.69,4.81,15,6.540594059,1.013861386,1687,3.340594059,0.936
2344,36.81,-119.68,3.9792,16,5.838074398,0.993435449,1536,3.361050328,0.889
2345,36.81,-119.69,2.5446,13,4.118918919,0.989189189,994,2.686486486,0.938
2346,36.81,-119.69,4.4934,15,5.77245509,0.99001996,1634,3.261477046,0.88
2347,36.8,-119.68,4.2066,7,5.732931727,1.040160643,1748,3.510040161,0.884
2348,36.8,-119.69,3.2813,31,6.162679426,1.09569378,1306,3.124401914,0.687
2349,36.8,-119.67,6.011,9,7.831223629,1.071729958,1632,3.443037975,1.631
2350,36.79,-119.69,3.7697,13,5.52866242,0.996815287,993,3.162420382,0.836
2351,36.79,-119.68,3.5417,16,5.311643836,0.928082192,1010,3.45890411,0.713
2352,36.79,-119.69,2.7404,15,5.952830189,1.063679245,1207,2.846698113,0.763
2353,36.77,-119.69,2.6875,22,5.889688249,1.189448441,1720,4.12470024,0.606
2354,36.79,-119.69,4.0993,5,5.432432432,0.98960499,1490,3.097713098,0.83
2355,36.77,-119.68,6.0132,21,6.146341463,0.887804878,583,2.843902439,1.508
2356,36.85,-119.64,4.9904,15,6.90778098,1.017291066,1258,3.625360231,1.573
2357,36.82,-119.64,5.6739,14,7.896272285,1.063209076,2085,3.379254457,1.738
2358,36.79,-119.63,4.526,19,7.042780749,1.010695187,517,2.764705882,1.487
2359,36.76,-119.63,4.925,22,6.730831974,1.001631321,1795,2.92822186,1.547
2360,36.7,-119.63,3.0833,42,6.027027027,0.968468468,617,2.779279279,1.333
2361,36.78,-119.53,4.5625,20,6.202197802,1.052747253,1372,3.015384615,1.369
2362,36.83,-119.58,5.4895,13,7.926356589,1.11498708,2473,3.195090439,1.567
2363,36.77,-119.58,4.0227,19,5.950184502,1.011070111,1760,3.247232472,1.265
2364,36.72,-119.59,4.5375,18,6.757894737,1.015789474,621,3.268421053,1.306
2365,36.74,-119.5,4.5938,20,5.136792453,0.981132075,531,2.504716981,1.069
2366,36.72,-119.57,3.6161,11,5.640449438,1.033707865,1248,2.804494382,0.995
2367,36.71,-119.56,2.5741,29,4.932160804,0.984924623,1208,3.035175879,0.73
2368,36.71,-119.56,2.181,37,4.677325581,1.087209302,1173,3.409883721,0.599
2369,36.71,-119.57,2.6458,10,4.360526316,0.944736842,958,2.521052632,0.848
2370,36.7,-119.57,2.6823,34,5.21958457,1.050445104,899,2.667655786,0.729
2371,36.7,-119.56,2.1182,40,3.793650794,1.034920635,1135,3.603174603,0.589
2372,36.7,-119.55,2.3687,31,4.81556196,1.07204611,1371,3.951008646,0.639
2373,36.7,-119.57,3.1442,30,5.780487805,1.004878049,1248,3.043902439,0.723
2374,36.7,-119.57,3.7261,7,5.717532468,1.003246753,974,3.162337662,0.839
2375,36.69,-119.58,1.9766,42,4.586666667,0.955555556,812,3.608888889,0.581
2376,36.69,-119.55,1.7132,21,3.820197044,1.041871921,1519,3.74137931,0.559
2377,36.7,-119.54,2.2448,20,5.084033613,1.050420168,1665,4.663865546,0.589
2378,36.71,-119.55,1.9076,32,3.78957529,0.980694981,2052,3.961389961,0.558
2379,36.72,-119.55,2.1515,6,5.440366972,1.073394495,1135,5.206422018,0.639
2380,36.71,-119.52,2.59,21,5.840764331,1.022292994,1120,3.566878981,0.693
2381,36.69,-119.47,3.2917,19,6.182656827,1.086715867,1578,2.911439114,1.601
2382,36.68,-119.41,3.4044,18,6.171232877,1.136986301,945,3.23630137,1.153
2383,36.63,-119.43,3.625,25,5.887788779,1.02970297,904,2.98349835,1.076
2384,36.64,-119.39,2.3618,38,5.07486631,1.016042781,578,3.090909091,0.8
2385,36.59,-119.4,3.5074,37,5.124137931,1.020689655,977,3.368965517,0.938
2386,37.1,-119.49,2.3359,24,4.99408284,1.094674556,1564,3.084812623,0.924
2387,36.94,-119.61,4.2679,14,6.392592593,1.118518519,315,2.333333333,1.518
2388,37.02,-119.57,3.332,16,5.815789474,1.099722992,2140,2.96398892,1.118
2389,37,-119.48,3.1736,16,5.705304519,1.082514735,1467,2.882121807,1.118
2390,36.91,-119.46,3.9141,12,6.946386946,1.153846154,1184,2.75990676,1.239
2391,36.89,-119.33,2,15,6.391156463,1.397959184,755,2.568027211,0.833
2392,37.25,-119.21,4.1838,44,26.45217391,6.060869565,335,2.913043478,0.856
2393,37.13,-118.94,4.1563,12,6.751497006,1.413173653,1006,3.011976048,0.94
2394,37.09,-119.4,3.3269,22,7.677083333,1.65625,773,2.684027778,1.027
2395,37.12,-119.34,3.875,23,50.83783784,10.27027027,64,1.72972973,1.25
2396,37.11,-119.28,3.0729,34,26.04109589,5.397260274,171,2.342465753,1.446
2397,37.06,-119.32,5.1314,15,29.07476636,6.08411215,276,2.579439252,1.792
2398,36.79,-118.91,3.7857,19,20.2,4.05,187,2.3375,0.786
2399,36.8,-119.24,2.6902,17,6.035294118,1.191176471,975,2.867647059,0.944
2400,36.71,-119.25,2.2202,13,5.494140625,1.130859375,1385,2.705078125,1
2401,36.69,-119.12,2.2278,13,5.906110283,1.210134128,1905,2.8390462,0.905
2402,36.62,-119.34,2.6058,26,5.789156627,1.021084337,1148,3.457831325,0.922
2403,36.63,-119.31,1.6486,26,4.337962963,0.962962963,1834,4.24537037,0.552
2404,36.62,-119.31,1.7292,33,4.513677812,1.136778116,1544,4.693009119,0.52
2405,36.62,-119.32,1.5642,15,4.403292181,1.053497942,1070,4.403292181,0.515
2406,36.62,-119.31,1.4481,25,3.405737705,0.942622951,947,3.881147541,0.517
2407,36.61,-119.43,2.4219,19,4.979865772,0.993288591,1296,4.348993289,0.658
2408,36.6,-119.44,2.2863,5,4.106457243,1.061082024,2505,4.371727749,0.692
2409,36.6,-119.44,2.0417,34,5.052631579,1.076023392,579,3.385964912,0.725
2410,36.6,-119.45,2.5,42,5.151515152,0.888888889,247,2.494949495,0.73
2411,36.61,-119.46,3.625,13,5.479674797,1.048780488,719,2.922764228,1.083
2412,36.61,-119.45,3.7917,24,5.358024691,0.95473251,693,2.851851852,0.905
2413,36.61,-119.44,3.9073,17,6.223577236,1.138211382,775,3.150406504,0.916
2414,36.59,-119.43,1.767,15,4.436893204,0.990291262,1266,4.097087379,0.633
2415,36.59,-119.44,2.825,32,4.784232365,0.979253112,761,3.157676349,0.676
2416,36.6,-119.45,1.8975,36,5.052863436,1.077092511,1430,3.149779736,0.609
2417,36.59,-119.44,1.516,28,4.403278689,1.081967213,1331,4.363934426,0.567
2418,36.6,-119.46,3.9844,18,6.131004367,0.986899563,754,3.292576419,1.181
2419,36.59,-119.45,1.6875,41,5.570063694,1.089171975,1171,3.729299363,0.661
2420,36.58,-119.44,2.5234,37,4.101167315,0.929961089,879,3.420233463,0.635
2421,36.58,-119.45,3.7813,18,5.357142857,1.052631579,753,2.830827068,0.873
2422,36.59,-119.45,3.825,28,6.306930693,1.064356436,572,2.831683168,0.842
2423,36.6,-119.55,2.309,18,5.456422018,1.027522936,1638,3.756880734,0.571
2424,36.61,-119.54,1.4937,20,4.570552147,0.975460123,1474,4.521472393,0.547
2425,36.61,-119.55,1.586,14,4.08707483,1.078911565,3535,4.80952381,0.569
2426,36.62,-119.5,2.2206,34,5.433962264,1.00754717,1018,3.841509434,0.634
2427,36.58,-119.49,1.9913,21,5.542105263,1.078947368,867,2.281578947,0.953
2428,36.61,-119.52,1.8958,33,4.939516129,1.108870968,1065,4.294354839,0.551
2429,36.61,-119.53,1.5625,33,3.62345679,1.049382716,730,4.50617284,0.558
2430,36.66,-119.6,1.6094,27,4.887323944,1.042253521,1056,3.718309859,0.552
2431,36.64,-119.59,3.0521,27,4.115,0.855,798,3.99,1.138
2432,36.65,-119.53,2.5562,43,6.072463768,1.15942029,1056,3.826086957,0.932
2433,36.6,-119.63,1.9676,33,5.175895765,0.957654723,1102,3.589576547,0.624
2434,36.58,-119.62,2.6858,13,4.350364964,0.98540146,1652,4.01946472,0.624
2435,36.57,-119.59,3.5987,19,6.167259786,1.078291815,911,3.241992883,1.317
2436,36.58,-119.6,2.8287,28,4.714285714,0.974025974,919,2.983766234,0.731
2437,36.58,-119.61,2.6974,29,4.841328413,1.033210332,788,2.907749077,0.73
2438,36.59,-119.62,4.0197,17,5.819338422,0.992366412,1330,3.384223919,0.88
2439,36.59,-119.61,2.2727,10,4.934027778,1.076388889,1443,2.505208333,0.927
2440,36.57,-119.6,2.5556,42,5.300458716,1.006880734,1347,3.089449541,0.697
2441,36.57,-119.6,1.8333,33,4.94344473,1.035989717,1205,3.097686375,0.683
2442,36.57,-119.61,1.5833,42,4.641821946,1.078674948,1359,2.813664596,0.651
2443,36.58,-119.63,1.2647,22,4.997214485,1.211699164,1127,3.139275766,0.553
2444,36.56,-119.6,1.4415,36,3.967741935,0.903225806,737,3.962365591,0.544
2445,36.56,-119.64,2.0658,34,5.93814433,1.206185567,363,3.742268041,0.925
2446,36.56,-119.61,1.625,34,3.972972973,1.033264033,1886,3.920997921,0.53
2447,36.56,-119.62,1.8878,30,4.272952854,0.923076923,1467,3.640198511,0.516
2448,36.55,-119.53,3.2917,34,6.597444089,1.095846645,1041,3.325878594,1.115
2449,36.52,-119.54,4.2045,16,7.266129032,1.115591398,1106,2.97311828,1.209
2450,36.51,-119.55,2.2132,46,4.687344913,0.967741935,971,2.40942928,0.766
2451,36.51,-119.56,1.6635,37,4.990196078,1.044117647,663,3.25,0.67
2452,36.51,-119.56,2.5033,9,5.012987013,1.050649351,2157,2.801298701,0.701
2453,36.52,-119.55,3.0294,31,4.706161137,0.988151659,1042,2.469194313,0.702
2454,36.53,-119.56,3.2019,19,5.301158301,0.955598456,1670,3.223938224,0.957
2455,36.56,-119.73,3.0469,32,5.5625,1,1038,3.816176471,0.827
2456,36.57,-119.67,2.1908,32,5.811594203,1.057971014,868,3.144927536,1.1
2457,36.51,-119.65,3.1333,30,5.925531915,1.131205674,966,3.425531915,1
2458,36.52,-119.59,3.3214,35,5.561797753,1.078651685,674,3.786516854,1.016
2459,36.52,-119.73,2.5921,20,6.024221453,1.14532872,1466,5.07266436,0.942
2460,36.44,-119.77,3.2083,26,6.667953668,1.115830116,802,3.096525097,0.75
2461,36.46,-119.69,2.8125,29,6.078571429,1.075,914,3.264285714,0.792
2462,36.43,-119.69,1.7813,29,4.648578811,0.919896641,1278,3.302325581,0.579
2463,36.54,-119.87,2.4044,34,5.092936803,1.066914498,818,3.040892193,0.725
2464,36.55,-119.79,2.0216,32,5.685714286,1.126530612,999,4.07755102,0.768
2465,36.51,-119.81,2.7321,31,5.491150442,1.123893805,767,3.39380531,0.836
2466,36.54,-119.84,2.4375,19,6.036866359,1.110599078,702,3.235023041,0.782
2467,36.54,-119.83,2.5208,31,5.891156463,1.129251701,979,3.329931973,0.6
2468,36.64,-119.89,2.975,34,6.405405405,1.067567568,716,3.225225225,0.9
2469,36.57,-119.97,2.0313,17,6.060728745,1.246963563,1425,5.769230769,0.694
2470,36.58,-119.9,2.4814,20,5.389972145,1.011142061,1319,3.674094708,0.746
2471,36.6,-119.81,2.4006,24,5.700507614,1.172588832,1291,3.276649746,0.764
2472,36.45,-119.86,2.4474,19,5.200426439,0.985074627,1416,3.019189765,0.756
2473,36.43,-119.86,1.7176,34,4.501915709,0.961685824,683,2.616858238,0.584
2474,36.43,-119.85,2.8913,23,5.038674033,0.977900552,1146,3.165745856,0.609
2475,36.44,-119.97,2.1771,18,5.127272727,1.077272727,772,3.509090909,0.392
2476,36.34,-120.08,2.1153,18,4.280898876,1.162921348,2030,5.702247191,1.125
2477,36.16,-120.1,2.3295,17,4.095890411,1.095890411,715,4.897260274,0.55
2478,36.21,-120.1,1.5086,12,3.983651226,0.970027248,1708,4.653950954,0.647
2479,36.19,-120.09,1.4191,12,3.594392523,1.044859813,2809,5.25046729,0.551
2480,36.29,-120.27,2.4398,11,4.204402516,1.295597484,1376,4.327044025,0.875
2481,36.18,-120.43,2.1458,29,5.848484848,1.171717172,218,2.202020202,1.042
2482,36.16,-120.37,3.0658,36,4.943548387,1,310,2.5,0.65
2483,36.14,-120.36,1.8264,18,5.557603687,1.262672811,622,2.866359447,0.62
2484,36.15,-120.38,2.7461,17,5.426190476,1.066666667,1200,2.857142857,0.7
2485,36.13,-120.37,3.2639,10,5.115618661,1.081135903,1335,2.707910751,0.864
2486,36.15,-120.37,4.381,34,6.005763689,0.976945245,868,2.501440922,0.863
2487,36.16,-120.35,2.7792,18,5.584558824,1.088235294,846,3.110294118,0.853
2488,36.14,-120.35,1.7075,9,4.93715342,1.195933457,1484,2.743068392,0.604
2489,36.13,-120.36,3.0134,29,4.669879518,1.045783133,1306,3.146987952,0.555
2490,36.65,-120.31,2.25,24,6.044871795,1.33974359,514,3.294871795,0.766
2491,36.65,-120.25,2.4937,31,5.278026906,0.99103139,744,3.33632287,0.66
2492,36.59,-120.18,2.3026,25,5.543859649,1.157894737,613,3.584795322,0.906
2493,36.61,-120.19,2.293,29,4.593167702,1.049689441,1408,4.372670807,0.572
2494,36.6,-120.19,1.5536,25,4.088785047,1,931,4.35046729,0.583
2495,36.49,-120.22,2.4786,14,4.371014493,1.005797101,1679,4.866666667,0.56
2496,36.77,-120.41,1.947,24,5,1.168539326,1180,4.419475655,0.689
2497,36.72,-120.67,2.5,18,4.136363636,1,996,5.03030303,1.125
2498,36.55,-120.51,1.9417,20,4.950207469,1.091286307,1274,5.286307054,0.388
2499,36.78,-120.39,1.7184,11,4.00617284,1.004115226,2104,4.329218107,0.552
2500,36.75,-120.38,1.9056,25,3.695842451,1.083150985,1745,3.818380744,0.6
2501,36.76,-120.38,1.8125,25,3.782442748,1.038167939,941,3.591603053,0.58
2502,36.76,-120.38,1.4038,12,3.835390947,1.004115226,1043,4.29218107,0.543
2503,36.87,-120.46,1.3386,20,4.784386617,1.152416357,954,3.546468401,0.63
2504,36.86,-120.45,2.3523,34,3.697802198,0.950549451,539,2.961538462,0.66
2505,36.84,-120.44,2.8182,29,5.427083333,1.017361111,883,3.065972222,0.905
2506,36.85,-120.45,2.1759,20,4.105405405,1.016216216,1681,4.543243243,0.581
2507,36.86,-120.51,2.4414,21,4.795148248,1.075471698,1446,3.897574124,0.719
2508,36.97,-120.55,2.3295,42,5.46749226,1.06501548,1084,3.356037152,0.744
2509,36.84,-120.69,2.2083,18,5.183908046,1.120689655,771,4.431034483,0.55
2510,36.51,-119.55,4.125,46,11,2.2,26,5.2,0.675
2511,36.51,-119.54,4.625,36,24.5,3.5,28,14,1.625
2512,39.75,-122.2,2.0192,18,4.426870748,0.979591837,1616,2.74829932,0.637
2513,39.75,-122.18,1.6948,30,5.370801034,1.07751938,1885,2.435400517,0.675
2514,39.74,-122.16,3.0469,20,5.656,1.008,337,2.696,0.85
2515,39.74,-122.19,2.3507,39,5.165636588,1.00618047,2111,2.609394314,0.656
2516,39.79,-122.25,3.0469,16,5.764227642,1.116531165,1104,2.991869919,0.722
2517,39.78,-122.16,2.325,32,6.344827586,1.088669951,562,2.768472906,0.696
2518,39.74,-122.13,2.2569,20,5.604,1.12,668,2.672,0.943
2519,39.7,-122.18,3.35,23,5.582491582,1.033670034,836,2.814814815,0.854
2520,39.75,-122.23,1.9375,16,5.303664921,1.036649215,1031,2.69895288,0.731
2521,39.71,-122.74,1.6607,16,6.710526316,1.921052632,85,2.236842105,0.14999
2522,39.68,-122.38,2.3851,21,6.6,1.2,510,2.914285714,0.675
2523,39.65,-122.14,3.6429,33,6.253731343,1.149253731,190,2.835820896,0.875
2524,39.55,-122.18,3.25,28,5.979674797,1.052845528,673,2.735772358,0.816
2525,39.5,-122.53,2.4861,25,5.834123223,1.137440758,658,3.118483412,0.719
2526,39.53,-122.19,2.165,34,5.304950495,1.055445545,1287,2.548514851,0.587
2527,39.53,-122.2,2.3566,22,5.496632997,1.107744108,1647,2.772727273,0.71
2528,39.53,-122.23,1.3708,8,3.889570552,1.030674847,1237,3.794478528,1.25
2529,39.51,-122.22,2.1,17,4.335740072,0.967509025,555,2.003610108,0.669
2530,39.52,-122.2,2.0625,39,5.837528604,1.102974828,1181,2.702517162,0.634
2531,39.51,-122.2,2.8333,37,5.561320755,0.974056604,1060,2.5,0.697
2532,39.5,-122.19,2.1705,23,5.133333333,1.077777778,261,2.9,0.53
2533,39.72,-122.04,2.5625,23,5.498901099,1.057142857,1443,3.171428571,0.7
2534,39.6,-122.05,2.8466,34,6.369565217,1.062111801,958,2.97515528,0.953
2535,39.47,-122.1,2.4917,43,6.700507614,1.091370558,512,2.598984772,0.771
2536,39.45,-121.94,1.832,39,5.115151515,0.975757576,535,3.242424242,0.705
2537,39.74,-122.01,2.1746,20,4.711111111,1.046464646,1856,3.749494949,0.587
2538,40.8,-124.17,0.957,52,2.709016393,1.295081967,392,1.606557377,0.6
2539,40.8,-124.16,1.7308,52,4.23117338,1.082311734,1150,2.014010508,0.805
2540,40.79,-124.16,1.7778,52,4.450704225,0.975352113,591,2.080985915,0.769
2541,40.8,-124.17,1.585,52,4.376021798,1.141689373,891,2.427792916,0.755
2542,40.8,-124.17,1.8529,52,4.880877743,1.078369906,758,2.376175549,0.625
2543,40.79,-124.16,2.2566,52,4.995348837,0.979069767,975,2.26744186,0.927
2544,40.78,-124.16,2.5417,50,6.473087819,1.141643059,837,2.371104816,0.854
2545,40.78,-124.17,1.6369,39,4.911314985,1.009174312,731,2.235474006,0.683
2546,40.78,-124.19,1.8242,37,5.273076923,1.226923077,640,2.461538462,0.7
2547,40.79,-124.18,1.745,39,5.448071217,1.044510386,883,2.620178042,0.705
2548,40.79,-124.18,1.4668,40,5.010752688,1.114695341,788,2.82437276,0.646
2549,40.79,-124.17,1.9688,43,4.7406639,0.993775934,1169,2.425311203,0.705
2550,40.78,-124.16,2.9038,43,5.673417722,1.129113924,932,2.359493671,0.82
2551,40.77,-124.16,2.8529,35,4.933179724,1.00921659,1053,2.426267281,0.856
2552,40.77,-124.17,2.2227,30,5.278551532,1.019498607,990,2.757660167,0.813
2553,40.78,-124.18,2.5536,37,4.687096774,0.94516129,867,2.796774194,0.702
2554,40.78,-124.18,2.5096,33,4.559322034,0.940677966,656,2.779661017,0.722
2555,40.78,-124.18,2.1607,34,5.022082019,1.148264984,950,2.996845426,0.67
2556,40.75,-124.17,4.8516,13,6.150141643,0.960339943,951,2.694050992,1.161
2557,40.76,-124.17,2.8056,26,4.673684211,0.95,992,2.610526316,0.828
2558,40.77,-124.19,2.442,30,5.102915952,1.087478559,1367,2.344768439,0.69
2559,40.81,-124.15,1.75,50,4.096385542,0.891566265,235,2.831325301,0.675
2560,40.8,-124.14,2.5,32,4.486928105,1.019607843,872,2.849673203,0.726
2561,40.8,-124.15,1.755,47,4.516717325,1.018237082,765,2.325227964,0.741
2562,40.8,-124.16,1.6111,52,4.804878049,1.064301552,908,2.013303769,0.747
2563,40.8,-124.16,1.1386,52,3.914942529,1.149425287,952,2.188505747,0.741
2564,40.79,-124.14,2.4896,38,5.333333333,0.996563574,873,3,0.81
2565,40.78,-124.15,3.1711,41,6.094555874,1.025787966,911,2.610315186,1.042
2566,40.78,-124.16,3.8,46,5.659025788,0.991404011,791,2.266475645,0.818
2567,40.79,-124.16,2.1135,46,5.622920518,1.103512015,1206,2.229205176,0.906
2568,40.79,-124.15,3.0216,37,5.53909465,1.004115226,1263,2.598765432,0.864
2569,40.78,-124.14,3.4219,35,5.615740741,0.979166667,982,2.273148148,0.928
2570,40.77,-124.14,2.9143,27,5.334500876,1.059544658,1407,2.464098074,0.996
2571,40.76,-124.15,3.375,24,5.58203125,0.998046875,1388,2.7109375,1.006
2572,40.78,-124.15,3.3984,36,5.739130435,1.016304348,829,2.252717391,0.9
2573,40.81,-124.11,2.5536,23,5.48,1.211428571,425,2.428571429,0.961
2574,40.78,-124.13,2.1101,34,5.607329843,1.09947644,1056,2.764397906,0.869
2575,40.8,-124.13,2.2478,31,5.123809524,1.1,1259,2.997619048,0.811
2576,40.79,-124.13,2.8833,29,5.793911007,1.06088993,1130,2.646370023,0.83
2577,40.79,-124.13,3.5833,32,5.829479769,1.037572254,855,2.471098266,0.928
2578,40.86,-124.06,3.2216,34,6.252615845,1.049327354,1891,2.826606876,0.981
2579,40.85,-124.05,3.5156,31,6.019950125,1.067331671,1005,2.506234414,1.43
2580,40.8,-124.02,3.9792,22,5.85520362,0.984162896,1198,2.71040724,1.339
2581,40.86,-124.08,1.1157,18,2.56374502,0.964143426,805,1.603585657,1.5
2582,40.86,-124.09,1.1742,25,3.488126649,1.021108179,794,2.094986807,0.75
2583,40.87,-124.09,1.1576,44,3.279620853,0.976303318,398,1.886255924,0.875
2584,40.87,-124.07,2.2138,47,5.3003003,0.978978979,796,2.39039039,0.992
2585,40.87,-124.08,1.1479,29,4.023529412,1.103529412,990,2.329411765,1.011
2586,40.88,-124.09,2.2188,50,4.92513369,1,420,2.245989305,1.058
2587,40.87,-124.07,0.7684,31,2.569230769,1.030769231,780,6,1.531
2588,40.88,-124.15,1.725,33,5.068027211,1.14739229,1165,2.641723356,0.575
2589,40.88,-124.1,2.0657,35,5.105982906,0.988034188,1581,2.702564103,0.811
2590,40.88,-124.09,1.5326,31,4.244111349,1.059957173,1052,2.25267666,0.741
2591,40.88,-124.09,2.4321,26,5.100760456,1.05513308,1353,2.572243346,0.821
2592,40.9,-124.1,2.7321,18,5.202580645,1.029677419,1948,2.513548387,0.926
2593,40.81,-124.23,3.3462,52,6.465116279,1.215116279,544,3.162790698,0.508
2594,40.88,-124.06,2.5667,12,4.764840183,0.96803653,1603,3.659817352,1.395
2595,40.66,-123.74,3.0469,25,6.386666667,1.149333333,983,2.621333333,1.36
2596,40.91,-124.08,1.6667,13,4.015923567,1.144904459,1381,2.199044586,0.788
2597,41.03,-123.76,2.0644,24,5.763285024,1.3647343,1058,2.555555556,0.798
2598,41.32,-123.85,1.0486,31,5.974522293,1.515923567,425,2.707006369,0.367
2599,41.09,-123.72,1.8208,19,5.426997245,1.187327824,1166,3.212121212,0.5
2600,41.11,-123.63,1.4911,19,5.495412844,1.174311927,1033,3.159021407,0.592
2601,41.3,-123.66,1.8065,22,5.984848485,1.409090909,686,2.598484848,0.627
2602,41.01,-123.52,2.1542,17,7.045045045,1.554054054,517,2.328828829,0.838
2603,41.36,-124.08,2.0156,29,5.25,1.219387755,509,2.596938776,0.628
2604,41.13,-124.06,2.4708,22,5.64532872,1.382352941,1384,2.394463668,1.194
2605,41.06,-124.14,3.0208,32,5.151515152,1.085858586,421,2.126262626,1.434
2606,41.04,-124.1,1.9741,26,4.413513514,1.027027027,890,2.405405405,0.979
2607,40.97,-124.01,3.538,21,5.026578073,1.059800664,943,3.132890365,1.027
2608,40.92,-124,2.9485,29,5.372180451,1.007518797,672,2.526315789,0.988
2609,40.89,-124.01,2.4559,28,4.681528662,1.070063694,811,2.582802548,0.756
2610,40.88,-123.98,2.6923,41,5.116071429,1.107142857,844,2.511904762,0.842
2611,40.93,-123.88,3.2891,28,5.781818182,1.177272727,519,2.359090909,1.063
2612,41.02,-124.16,2.1726,23,4.287179487,0.987179487,1060,2.717948718,0.755
2613,40.99,-124.08,2.6847,18,5.704152249,1.14532872,1554,2.688581315,1.113
2614,40.95,-124.16,3.1406,20,5.484693878,1.091836735,529,2.698979592,0.96
2615,40.95,-124.11,2.96,19,5.070175439,1.067251462,866,2.532163743,0.817
2616,40.95,-124.09,2.5893,18,4.766949153,1.025423729,1248,2.644067797,0.996
2617,40.93,-124.11,3.5076,25,5.188720174,1.028199566,1298,2.815618221,0.736
2618,40.93,-124.11,2.7639,17,4.652661064,0.921568627,948,2.655462185,0.902
2619,40.94,-124.08,2.3147,18,4.626865672,1.029850746,941,2.808955224,0.701
2620,40.92,-124.09,2.8182,12,5.404761905,1.062770563,1153,2.495670996,1.269
2621,40.94,-124.05,5.0329,14,8.022099448,1.198895028,516,2.850828729,1.656
2622,40.95,-124.1,1.8993,17,4.699367089,1.091772152,823,2.60443038,0.784
2623,40.81,-124.07,2.9911,23,5.434108527,1.062015504,1019,2.633074935,1.197
2624,40.72,-124.02,3.8095,28,5.87458194,1.060200669,1658,2.772575251,1.199
2625,40.73,-124.1,3.9659,33,5.32231405,1.066115702,334,2.760330579,1.118
2626,40.74,-124.17,4.0357,17,6.47284345,1.079872204,873,2.78913738,1.289
2627,40.72,-124.14,2.8446,18,5.131212724,0.992047714,1375,2.73359841,1.005
2628,40.67,-124.14,4.2054,23,5.321100917,1.073394495,320,2.935779817,1.306
2629,40.73,-124.19,3.5363,21,5.858024691,1.086419753,2907,2.990740741,0.901
